,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,cabincomspe_AS,cabincomspe_BP,cabincomspe_BS,cabincomspe_CP,cabincomspe_CS,cabincomspe_DP,cabincomspe_DS,cabincomspe_EP,cabincomspe_ES,cabincomspe_FP,cabincomspe_FS,cabincomspe_GP,cabincomspe_GS,cabincomspe_TP,cabincomspe_TS,PassengerId
3999,0,39.0,0,9.0,1525.0,0.0,0.0,146.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258_03
4000,1,41.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4259_01
4001,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4260_01
4002,0,56.0,0,412.0,492.0,9.0,117.0,33.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4261_01
4003,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4262_01
4004,0,26.0,0,1.0,1269.0,4790.0,270.0,5116.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4262_02
4005,0,24.0,0,0.0,0.0,0.0,0.0,1300.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4264_01
4006,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4266_01
4007,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4267_01
4008,0,32.0,0,0.0,0.0,1020.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4267_02
4009,0,30.0,0,24.0,2558.0,98.0,0.0,5361.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4270_01
4010,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271_01
4011,0,55.0,0,0.0,252.0,1.0,0.0,553.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4272_01
4012,0,19.0,0,0.0,2.0,0.0,669.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4273_01
4013,0,24.0,0,0.0,717.0,222.0,8.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4274_01
4014,0,32.0,0,401.0,3724.0,5.0,422.0,62.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4278_01
4015,0,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4280_01
4016,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4289_01
4017,1,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4291_01
4018,0,28.0,0,0.0,31.0,0.0,1283.0,871.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4292_01
4019,0,52.0,0,0.0,559.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4293_01
4020,0,29.0,0,646.0,91.0,13.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4294_01
4021,0,23.0,0,49.0,0.0,2716.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4295_01
4022,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4295_02
4023,1,35.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4296_01
4024,0,41.0,0,14.0,6777.0,81.0,604.0,2936.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4297_01
4025,1,16.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4300_01
4026,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4301_01
4027,1,6.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4302_01
4028,0,15.0,0,36.0,841.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4303_01
4029,0,38.0,0,0.0,668.0,84.0,267.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4303_02
4030,0,56.0,0,0.0,779.0,12.0,3.0,35.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4305_01
4031,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4305_02
4032,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4305_03
4033,0,22.0,0,1371.0,0.0,235.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4306_01
4034,0,37.0,0,0.0,0.0,785.0,3.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4309_01
4035,0,6.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4309_02
4036,0,22.0,0,563.0,521.0,364.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4311_01
4037,0,26.0,0,0.0,137.0,0.0,0.0,7629.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4312_01
4038,0,22.0,0,0.0,3.0,486.0,0.0,228.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4315_01
4039,0,20.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4315_02
4040,0,27.0,0,0.0,22.0,0.0,1156.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4316_01
4041,0,24.0,0,439.0,0.0,2140.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4317_01
4042,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4318_01
4043,0,48.0,0,2.0,0.0,83.0,589.0,233.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4319_01
4044,0,24.0,0,786.0,0.0,0.0,7.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4320_01
4045,0,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4324_01
4046,1,24.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4324_02
4047,0,25.0,0,412.0,0.0,567.0,775.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4324_03
4048,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4324_04
4049,0,20.0,0,0.0,187.0,712.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4327_01
4050,0,22.0,0,39.0,0.0,63.0,3.0,654.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4329_01
4051,0,28.0,0,427.0,0.0,754.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4330_01
4052,1,17.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4332_01
4053,0,28.0,0,0.0,3345.0,0.0,2143.0,27.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4333_01
4054,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334_01
4055,1,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4335_01
4056,0,29.0,1,267.0,1418.0,257.0,843.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4336_01
4057,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4336_02
4058,0,36.0,0,0.0,563.0,0.0,1301.0,830.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4336_03
4059,0,40.0,0,2320.0,0.0,4874.0,3131.0,498.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4336_04
4060,0,49.0,0,22.0,0.0,1129.0,0.0,77.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4337_01
4061,0,51.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4338_01
4062,0,41.0,0,0.0,545.0,0.0,2740.0,293.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4338_02
4063,0,44.0,0,0.0,14201.0,0.0,22.0,584.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4338_03
4064,0,47.0,0,2044.0,0.0,95.0,0.0,120.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4339_01
4065,0,22.0,0,0.0,0.0,945.0,0.0,4.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4340_01
4066,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4343_01
4067,0,18.0,0,0.0,35.0,661.0,0.0,63.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4344_01
4068,0,28.0,0,0.0,1125.0,3.0,562.0,7.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4345_01
4069,0,22.0,0,429.0,2.0,232.0,0.0,59.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4346_01
4070,0,50.0,0,444.0,0.0,408.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4347_01
4071,1,47.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4348_01
4072,0,55.0,0,802.0,0.0,155.0,4.0,337.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4349_01
4073,1,21.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4350_01
4074,0,39.0,0,0.0,0.0,1.0,0.0,2330.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4350_02
4075,0,21.0,0,641.0,0.0,409.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4351_01
4076,0,37.0,0,33.0,3484.0,17.0,4.0,1384.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4352_01
4077,0,31.0,0,22.0,10025.0,2.0,124.0,1.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4352_02
4078,0,23.0,0,115.0,1.0,0.0,0.0,249.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4354_01
4079,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4356_01
4080,0,23.0,0,118.0,0.0,949.0,206.0,2071.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4357_01
4081,0,20.0,0,0.0,272.0,108.0,0.0,230.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4358_01
4082,0,28.0,0,3.0,2127.0,0.0,696.0,10.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4359_01
4083,0,40.0,0,0.0,17687.0,0.0,425.0,155.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4359_02
4084,0,54.0,0,0.0,1832.0,0.0,0.0,1768.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4359_03
4085,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4360_01
4086,0,27.0,0,0.0,14.0,0.0,734.0,331.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4361_01
4087,0,43.0,0,0.0,1947.0,0.0,0.0,1651.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4362_01
4088,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4364_01
4089,0,13.0,0,552.0,247.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4365_01
4090,0,15.0,0,0.0,0.0,873.0,0.0,5.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4366_01
4091,1,37.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4367_01
4092,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4368_01
4093,0,19.0,0,857.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4369_01
4094,0,21.0,0,3.0,1.0,0.0,1494.0,110.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4370_01
4095,0,27.0,0,0.0,2717.0,0.0,0.0,986.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4371_01
4096,0,39.0,0,106.0,243.0,126.0,7.0,4967.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4371_02
4097,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4371_03
4098,0,25.0,0,0.0,4384.0,4285.0,812.0,360.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4371_04
4099,0,34.0,0,0.0,7221.0,0.0,288.0,2275.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4371_05
4100,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4372_01
4101,0,42.0,0,954.0,0.0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4372_02
4102,0,36.0,0,735.0,0.0,2.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4373_01
4103,0,43.0,0,0.0,168.0,3.0,0.0,452.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4376_01
4104,0,23.0,0,65.0,94.0,0.0,0.0,445.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4382_01
4105,0,57.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4383_01
4106,0,54.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4386_01
4107,0,51.0,0,0.0,16455.0,885.0,0.0,363.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4386_02
4108,0,32.0,0,192.0,0.0,441.0,18.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4387_01
4109,0,33.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4388_01
4110,1,8.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4390_01
4111,1,44.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4390_02
4112,0,27.0,0,875.0,0.0,61.0,289.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4390_03
4113,0,48.0,0,383.0,0.0,0.0,393.0,10.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4391_01
4114,0,13.0,0,38.0,0.0,0.0,733.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4392_01
4115,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4393_01
4116,0,18.0,0,754.0,0.0,34.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4393_02
4117,0,23.0,0,0.0,0.0,206.0,681.0,31.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4395_01
4118,0,23.0,0,0.0,153.0,11.0,646.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4396_01
4119,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4397_01
4120,0,25.0,0,141.0,3.0,640.0,0.0,100.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4399_01
4121,0,32.0,0,689.0,0.0,610.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4400_01
4122,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4400_02
4123,1,5.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4400_03
4124,0,16.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4401_01
4125,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4401_02
4126,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4402_01
4127,0,55.0,0,134.0,935.0,0.0,6.0,394.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4403_01
4128,0,41.0,0,7.0,0.0,297.0,108.0,361.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4403_02
4129,0,38.0,0,0.0,2.0,404.0,121.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4404_01
4130,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4405_01
4131,1,55.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4407_01
4132,1,75.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4408_01
4133,0,50.0,0,0.0,817.0,388.0,78.0,693.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4409_01
4134,0,23.0,0,27.0,0.0,32.0,725.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4410_01
4135,0,37.0,0,715.0,0.0,54.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4411_01
4136,0,33.0,0,0.0,0.0,232.0,0.0,622.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4413_01
4137,0,45.0,0,941.0,281.0,36.0,12.0,39.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4415_01
4138,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4416_01
4139,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4422_01
4140,0,29.0,0,0.0,6338.0,0.0,1366.0,89.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4422_02
4141,0,19.0,0,30.0,0.0,42.0,3565.0,7.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4424_01
4142,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4426_01
4143,0,39.0,0,3.0,83.0,0.0,805.0,2983.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4427_01
4144,0,31.0,0,0.0,46.0,0.0,209.0,2908.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4427_02
4145,0,29.0,0,0.0,11417.0,12.0,795.0,402.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4428_01
4146,0,16.0,0,546.0,90.0,23.0,513.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4429_01
4147,0,18.0,0,0.0,2.0,1513.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4430_01
4148,0,38.0,0,8.0,0.0,1414.0,10.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4431_01
4149,1,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4432_01
4150,1,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4433_01
4151,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4436_01
4152,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4437_01
4153,0,36.0,0,721.0,0.0,471.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4438_01
4154,0,23.0,0,0.0,282.0,0.0,0.0,71.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4440_01
4155,1,31.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4441_01
4156,1,39.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4441_02
4157,0,50.0,0,0.0,4558.0,0.0,1.0,267.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4441_03
4158,0,40.0,0,0.0,901.0,0.0,0.0,89.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4444_01
4159,0,28.0,0,8.0,0.0,77.0,560.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4445_01
4160,0,38.0,0,2.0,114.0,771.0,3094.0,448.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4446_01
4161,0,37.0,0,0.0,3603.0,33.0,7113.0,1.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4446_02
4162,1,59.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4446_03
4163,0,41.0,0,35.0,6103.0,0.0,180.0,160.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4446_04
4164,0,33.0,0,0.0,4017.0,0.0,0.0,2260.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4446_05
4165,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4447_01
4166,0,40.0,0,0.0,0.0,2414.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4448_01
4167,0,43.0,0,130.0,0.0,870.0,31.0,26.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4449_01
4168,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4450_01
4169,0,65.0,0,0.0,7194.0,0.0,6.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4450_02
4170,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4450_03
4171,0,28.0,0,0.0,3627.0,0.0,31.0,3263.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4450_04
4172,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4451_01
4173,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4452_01
