,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,cabincomspe_AS,cabincomspe_BP,cabincomspe_BS,cabincomspe_CP,cabincomspe_CS,cabincomspe_DP,cabincomspe_DS,cabincomspe_EP,cabincomspe_ES,cabincomspe_FP,cabincomspe_FS,cabincomspe_GP,cabincomspe_GS,cabincomspe_TP,cabincomspe_TS,PassengerId
890,0,33.0,0,0.0,11.0,689.0,355.0,6083.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1845_01
891,0,25.0,0,582.0,1080.0,0.0,14.0,5550.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1851_01
892,1,37.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1851_02
893,1,36.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1852_01
894,0,47.0,0,0.0,1696.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1852_02
895,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1852_03
896,1,29.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1852_04
897,0,39.0,0,0.0,4205.0,0.0,167.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1858_01
898,0,27.0,0,1156.0,0.0,0.0,0.0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1862_01
899,0,35.0,0,557.0,0.0,0.0,393.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1862_02
900,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1862_03
901,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1867_01
902,0,24.0,0,1286.0,2.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1869_01
903,0,19.0,0,908.0,0.0,845.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1870_01
904,0,33.0,0,128.0,0.0,574.0,0.0,260.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1875_01
905,0,19.0,0,0.0,0.0,262.0,29.0,448.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1876_01
906,1,16.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1883_01
907,0,47.0,0,0.0,0.0,376.0,3.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1885_01
908,1,40.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1893_01
909,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1894_01
910,0,27.0,0,39.0,0.0,378.0,240.0,652.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1895_01
911,0,31.0,0,0.0,891.0,0.0,3748.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1896_01
912,0,24.0,0,0.0,106.0,1126.0,0.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1900_01
913,0,31.0,0,19.0,607.0,0.0,0.0,2756.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904_01
914,1,41.0,0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1909_01
915,1,16.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1909_02
916,0,27.0,0,0.0,2588.0,0.0,22.0,2149.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1909_03
917,0,11.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1910_01
918,0,28.0,0,3529.0,0.0,65.0,3.0,59.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1910_02
919,0,51.0,0,311.0,0.0,338.0,741.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1910_03
920,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1910_04
921,0,56.0,0,0.0,35.0,4661.0,1641.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1912_01
922,0,26.0,0,261.0,0.0,2338.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1913_01
923,1,57.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1913_02
924,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1913_03
925,1,32.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1914_01
926,0,28.0,0,0.0,547.0,0.0,10.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1917_01
927,0,12.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1919_01
928,0,35.0,0,809.0,0.0,830.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1921_01
929,0,33.0,1,1651.0,0.0,14.0,245.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1921_02
930,1,14.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1924_01
931,0,26.0,0,407.0,191.0,53.0,0.0,133.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1929_01
932,0,25.0,0,599.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1930_01
933,0,27.0,0,0.0,0.0,0.0,145.0,1961.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1932_01
934,0,23.0,0,2.0,0.0,689.0,827.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1934_01
935,0,45.0,0,1285.0,4.0,7.0,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1936_01
936,0,50.0,0,21.0,1.0,0.0,185.0,530.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1943_01
937,0,24.0,0,0.0,0.0,666.0,221.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1944_01
938,0,54.0,0,0.0,225.0,129.0,0.0,12226.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1948_01
939,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1948_02
940,0,19.0,0,0.0,0.0,317.0,632.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1949_01
941,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1951_01
942,0,28.0,0,1.0,1656.0,140.0,4160.0,430.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1951_02
943,0,39.0,0,27.0,0.0,81.0,974.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1954_01
944,0,20.0,0,9.0,52.0,1.0,638.0,105.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1955_01
945,0,30.0,0,1624.0,0.0,0.0,600.0,105.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1958_01
946,1,35.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1965_01
947,0,36.0,0,0.0,1427.0,0.0,1311.0,84.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1966_01
948,0,33.0,0,1844.0,213.0,131.0,439.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1970_01
949,0,30.0,0,143.0,0.0,906.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1972_01
950,0,25.0,0,102.0,0.0,257.0,1260.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1982_01
951,1,45.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1986_01
952,0,23.0,0,0.0,901.0,7.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1987_01
953,1,51.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989_01
954,1,31.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990_01
955,1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1990_02
956,0,24.0,0,85.0,225.0,11.0,53.0,835.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998_01
957,1,57.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002_01
958,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2004_01
959,0,44.0,0,40.0,117.0,0.0,214.0,387.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005_01
960,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005_02
961,0,15.0,0,262.0,0.0,0.0,391.0,151.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008_01
962,1,49.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014_01
963,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016_01
964,0,47.0,0,878.0,824.0,1.0,389.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016_02
965,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017_01
966,0,26.0,0,664.0,126.0,40.0,11.0,1068.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017_02
967,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2018_01
968,0,30.0,0,0.0,2052.0,4.0,465.0,117.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2020_01
969,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021_01
970,0,23.0,0,0.0,0.0,634.0,0.0,87.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023_01
971,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023_02
972,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2023_03
973,0,42.0,1,0.0,305.0,0.0,327.0,7046.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025_01
974,0,22.0,0,286.0,1217.0,0.0,0.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2030_01
975,0,21.0,0,208.0,78.0,0.0,0.0,424.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2031_01
976,0,28.0,0,637.0,11.0,1.0,0.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2033_01
977,0,35.0,0,904.0,688.0,112.0,994.0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2035_01
978,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2035_02
979,1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2036_01
980,0,30.0,0,0.0,0.0,724.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2036_02
981,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2036_03
982,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2037_01
983,0,15.0,0,0.0,411.0,0.0,1757.0,4411.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2037_02
984,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2039_01
985,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2039_02
986,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2039_03
987,1,17.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2047_01
988,0,21.0,0,0.0,722.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2048_01
989,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2049_01
990,0,24.0,0,130.0,5.0,0.0,283.0,302.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2050_01
991,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2057_01
992,0,9.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2057_02
993,0,21.0,0,308.0,367.0,1.0,0.0,108.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2057_03
994,1,46.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2057_04
995,0,20.0,0,0.0,0.0,715.0,7.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2057_05
996,0,27.0,0,1226.0,194.0,92.0,18.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2058_01
997,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2064_01
998,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068_01
999,0,53.0,0,0.0,4829.0,0.0,7.0,350.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068_02
1000,0,41.0,0,1.0,2852.0,0.0,67.0,59.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068_03
1001,0,32.0,0,0.0,5950.0,462.0,4257.0,71.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068_04
1002,0,27.0,0,0.0,5931.0,0.0,110.0,1125.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2068_05
1003,0,31.0,0,767.0,0.0,8.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2069_01
1004,0,20.0,0,0.0,0.0,0.0,449.0,86.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2072_01
1005,0,19.0,0,0.0,0.0,82.0,590.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2072_02
1006,1,55.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2076_01
1007,0,35.0,0,0.0,0.0,43.0,1.0,880.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2077_01
1008,1,70.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2078_01
1009,0,22.0,0,240.0,1974.0,0.0,0.0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2079_01
1010,0,46.0,0,258.0,57.0,0.0,0.0,654.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2079_02
1011,0,16.0,0,32.0,9.0,0.0,0.0,1408.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2079_03
1012,0,14.0,0,425.0,0.0,295.0,0.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2093_01
1013,0,13.0,0,51.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2098_01
1014,1,44.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2101_01
1015,0,15.0,0,0.0,939.0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2101_02
1016,0,32.0,0,0.0,126.0,692.0,0.0,1055.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2103_01
1017,0,26.0,0,399.0,5722.0,0.0,39.0,3155.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2108_01
1018,0,42.0,0,0.0,1311.0,0.0,63.0,954.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2108_02
1019,1,44.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2109_01
1020,1,15.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2113_01
1021,0,35.0,0,344.0,530.0,0.0,1.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2119_01
1022,1,35.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2119_02
1023,0,24.0,0,0.0,618.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2122_01
1024,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2132_01
1025,0,37.0,0,210.0,4618.0,0.0,17.0,492.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2146_01
1026,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2146_02
1027,1,39.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2151_01
1028,0,35.0,0,0.0,445.0,451.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2155_01
1029,0,26.0,0,0.0,0.0,0.0,0.0,872.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2157_01
1030,0,26.0,0,1775.0,0.0,28.0,0.0,796.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2160_01
1031,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2160_02
1032,1,8.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2160_03
1033,0,44.0,0,0.0,74.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2165_01
1034,0,20.0,0,152.0,770.0,0.0,0.0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2166_01
1035,0,56.0,0,0.0,0.0,0.0,147.0,872.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2169_01
1036,0,31.0,0,0.0,46.0,29.0,84.0,617.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2170_01
1037,0,16.0,0,0.0,1.0,0.0,19.0,878.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2174_01
1038,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2176_01
1039,0,22.0,0,11.0,399.0,79.0,0.0,297.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2178_01
1040,0,39.0,0,0.0,0.0,0.0,593.0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2181_01
1041,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2184_01
1042,0,43.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2184_02
1043,1,37.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2185_01
1044,0,24.0,0,286.0,31.0,208.0,207.0,39.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2192_01
1045,0,53.0,0,13.0,522.0,0.0,137.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2197_01
1046,0,19.0,0,0.0,5.0,573.0,124.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2199_01
1047,0,24.0,0,693.0,0.0,727.0,0.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2208_01
1048,0,31.0,0,1423.0,0.0,686.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2213_01
1049,0,27.0,0,0.0,674.0,0.0,951.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2214_01
1050,0,57.0,0,0.0,545.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2216_01
1051,0,26.0,0,132.0,2576.0,0.0,2060.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2217_01
1052,0,15.0,0,167.0,0.0,532.0,0.0,89.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2218_01
1053,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2222_01
1054,0,27.0,0,142.0,0.0,99.0,232.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2226_01
1055,1,23.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2227_01
1056,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2230_01
1057,0,15.0,0,0.0,465.0,494.0,0.0,18.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2236_01
1058,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2240_01
1059,0,21.0,0,12.0,555.0,0.0,0.0,882.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2240_02
1060,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2240_03
1061,1,18.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2242_01
1062,0,46.0,0,0.0,0.0,969.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2244_01
1063,1,43.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245_01
1064,1,45.0,1,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245_02
1065,0,40.0,0,224.0,5672.0,0.0,663.0,779.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2246_01
1066,0,44.0,0,0.0,18.0,0.0,980.0,2601.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2246_02
1067,0,27.0,0,0.0,3.0,0.0,0.0,1917.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2247_01
1068,0,55.0,0,48.0,0.0,127.0,929.0,131.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2248_01
1069,0,24.0,0,0.0,1606.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2249_01
1070,0,27.0,0,76.0,0.0,1.0,27.0,865.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2250_01
1071,0,33.0,0,0.0,2333.0,0.0,106.0,896.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2259_01
1072,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2259_02
1073,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2260_01
1074,0,34.0,0,0.0,0.0,0.0,529.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2265_01
1075,0,37.0,0,567.0,32.0,0.0,1273.0,11632.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2271_01
